KEY,en,notes,sp,fr,de,it,pt-br,zh
FURNITURE_NAME_SMALL_ELECTRONICS_PHONE1,复古电话 A,,Teléfono retro A,Téléphone rétro&nbsp;A,Retrotelefon A,Telefono rétro A,Telefone retrô A,復古電話 A
FURNITURE_DESC_SMALL_ELECTRONICS_PHONE1,,,,,,,,
FURNITURE_NAME_SMALL_ELECTRONICS_PHONE2,旋转电话 B,,Teléfono con disco B,Téléphone à cadran&nbsp;B,Drehscheibentelefon B,Telefono a disco B,Telefone de disco B,旋轉電話 B
FURNITURE_DESC_SMALL_ELECTRONICS_PHONE2,,,,,,,,
FURNITURE_NAME_SMALL_ELECTRONICS_PHONE3,旋转电话 C,,Teléfono con disco C,Téléphone à cadran&nbsp;C,Drehscheibentelefon C,Telefono a disco C,Telefone de disco C,旋轉電話 C
FURNITURE_DESC_SMALL_ELECTRONICS_PHONE3,,,,,,,,
FURNITURE_NAME_SMALL_ELECTRONICS_OLDPHONE,古董电话 A,,Teléfono antiguo A,Téléphone antique&nbsp;A,Antikes Telefon A,Telefono antico A,Telefone antigo A,古董電話 A
FURNITURE_DESC_SMALL_ELECTRONICS_OLDPHONE,,,,,,,,
FURNITURE_NAME_SMALL_ELECTRONICS_OLDPHONE2,古董电话 B,,Teléfono antiguo B,Téléphone antique&nbsp;B,Antikes Telefon B,Telefono antico B,Telefone antigo B,古董電話 B
FURNITURE_DESC_SMALL_ELECTRONICS_OLDPHONE2,,,,,,,,
FURNITURE_NAME_SMALL_ELECTRONICS_OLDPHONE3,古董电话 C,,Teléfono antiguo C,Téléphone antique&nbsp;C,Antikes Telefon C,Telefono antico C,Telefone antigo C,古董電話 C
FURNITURE_DESC_SMALL_ELECTRONICS_OLDPHONE3,,,,,,,,
FURNITURE_NAME_SMALL_ELECTRONICS_LIPPHONE,嘴唇电话,,Teléfono de labios,Téléphone lèvres,Lippentelefon,Telefono a forma di labbra,Telefone de lábios,嘴脣電話
FURNITURE_DESC_SMALL_ELECTRONICS_LIPPHONE,,,,,,,,
FURNITURE_NAME_SMALL_ELECTRONICS_DUCKPHONE,鸭子电话,,Teléfono de pato,Téléphone canard,Ententelefon,Telefono a forma di anatra,Telefone de pato,鴨子電話
FURNITURE_DESC_SMALL_ELECTRONICS_DUCKPHONE,,,,,,,,
FURNITURE_NAME_SMALL_ELECTRONICS_CELLPHONE,90年代手机,,Móvil noventero,Portable des années&nbsp;90,90er-Handy,Cellulare anni '90,Celular dos anos 90,90年代手機
FURNITURE_DESC_SMALL_ELECTRONICS_CELLPHONE,,,,,,,,
FURNITURE_NAME_SMALL_ELECTRONICS_HANDRADIO,复古手持无线电,,Transistor retro,Radio portative rétro,Retro-Handradio,Radio portatile rétro,Rádio portátil retrô,復古手持無線電
FURNITURE_DESC_SMALL_ELECTRONICS_HANDRADIO,,,,,,,,
FURNITURE_NAME_SMALL_ELECTRONICS_HANDRADIO2,古董手持无线电,,Transistor antiguo,Radio portative antique,Antikes Handradio,Radio portatile antica,Rádio portátil antigo,古董手持無線電
FURNITURE_DESC_SMALL_ELECTRONICS_HANDRADIO2,,,,,,,,
FURNITURE_NAME_SMALL_ELECTRONICS_WALKYTALKY,对讲机,,Walkie-talkie,Talkie-walkie,Walkie-Talkie,Walkie-talkie,Walkie-Talkie,對講機
FURNITURE_DESC_SMALL_ELECTRONICS_WALKYTALKY,,,,,,,,
FURNITURE_NAME_SMALL_ELECTRONICS_BRAIN,格洛格的大脑,,Sesos de Glorg,Cerveau de Glorg,Glorgs Gehirn,Cervello di Glorg,Cérebro de Glorg,格洛格的大腦
FURNITURE_DESC_SMALL_ELECTRONICS_BRAIN,,,,,,,,
FURNITURE_NAME_SMALL_ELECTRONICS_MYSTERIOUSSKULL,虚无骷髅,,Calavera etérea,Crâne éthéré,Ätherischer Schädel,Teschio etereo,Crânio etéreo,虛無骷髏
FURNITURE_DESC_SMALL_ELECTRONICS_MYSTERIOUSSKULL,,,,,,,,
FURNITURE_NAME_SMALL_ELECTRONICS_MOON,小小行星,,Asteroide pequeño,Petit astéroïde,Kleiner Asteroid,Asteroide piccolo,Asteroide pequeno,小小行星
FURNITURE_DESC_SMALL_ELECTRONICS_MOON,,,,,,,,
FURNITURE_NAME_SMALL_ELECTRONICS_OOZE,黏液罐,,Tubo de cieno,Récipient de boue visqueuse,Schleimkanne,Contenitore di melma,Recipiente de exsudação,黏液罐
FURNITURE_DESC_SMALL_ELECTRONICS_OOZE,,,,,,,,
FURNITURE_NAME_SMALL_JAR_DISEASES,疾病罐,,Tarro con virus,Bocal de maladies,Glas voller Krankheitserreger,Barattolo di malattie,Pote de doenças,疾病罐
FURNITURE_DESC_SMALL_JAR_DISEASES,,,,,,,,
FURNITURE_NAME_SMALL_JAR_EYEBALLS,眼球罐,,Tarro con ojos,Bocal de globes oculaires,Glas voller Augen,Barattolo di bulbi oculari,Pote de olhos,眼球罐
FURNITURE_DESC_SMALL_JAR_EYEBALLS,,,,,,,,
FURNITURE_NAME_SMALL_JAR_HEART,罐中的心脏,,Corazón en un tarro,Cœur en bocal,Herz im Glas,Cuore in barattolo,Coração no pote,罐中的心臟
FURNITURE_DESC_SMALL_JAR_HEART,,,,,,,,
FURNITURE_NAME_SMALL_JAR_SPIDER,长腿蜘蛛,,Araña patilarga,Bocal d'araignées,Weberknecht,Daddy Long Legs,Aranhiço,長腿蜘蛛
FURNITURE_DESC_SMALL_JAR_SPIDER,,,,,,,,
FURNITURE_NAME_SMALL_JAR_FISH,孔雀鱼罐,,Tarro con pececillos,Bocal de guppys,Glas mit Guppies,Barattolo di Guppy,Pote de guppies,孔雀魚罐
FURNITURE_DESC_SMALL_JAR_FISH,,,,,,,,
FURNITURE_NAME_SMALL_JAR_FLYS,苍蝇罐,,Tarro con moscas,Bocal de mouches,Glas mit Fliegen,Barattolo di mosche,Pote de moscas,蒼蠅罐
FURNITURE_DESC_SMALL_JAR_FLYS,,,,,,,,
FURNITURE_NAME_SMALL_JAR_FAIRY,罐中精灵,,Hada en un tarro,Fée en bocal,Fee im Glas,Fata in barattolo,Fada no pote,罐中精靈
FURNITURE_DESC_SMALL_JAR_FAIRY,,,,,,,,
FURNITURE_NAME_SMALL_JAR_COINS,便士罐,,Tarro con peniques,Bocal de centimes,Glas mit Münzen,Barattolo di penny,Pote de moedas,便士罐
FURNITURE_DESC_SMALL_JAR_COINS,,,,,,,,
FURNITURE_NAME_SMALL_JAR_NAILS,钉罐,,Tarro con clavos,Bocal d'ongles,Glas mit Nägeln,Barattolo di chiodi,Pote de pregos,釘罐
FURNITURE_DESC_SMALL_JAR_NAILS,,,,,,,,
FURNITURE_NAME_SMALL_JAR_GHOST,墨水,,Oscurita,Inky,Inky,Inchiostrello,Inky,墨水
FURNITURE_DESC_SMALL_JAR_GHOST,,,,,,,,
FURNITURE_NAME_SMALL_JAR_EMPTY,梅森罐,,Tarro de conserva,Bocal de conserve,Einmachglas,Barattolo per cibo,Pote de construção,梅森罐
FURNITURE_DESC_SMALL_JAR_EMPTY,,,,,,,,
FURNITURE_NAME_SMALL_JAR_EMPTY2,医疗罐,,Tarro médico,Bocal médical,Medizinglas,Barattolo medico,Pote médico,醫療罐
FURNITURE_DESC_SMALL_JAR_EMPTY2,,,,,,,,
FURNITURE_NAME_SMALL_JAR_EMPTY3,品脱罐,,Tarro de cristal,Pinte,Großes Glas,Barattolo di vetro,Pote de meio litro,品脫罐
FURNITURE_DESC_SMALL_JAR_EMPTY3,,,,,,,,
FURNITURE_NAME_SMALL_GEM,小宝石,,Gema pequeña,Petite gemme,Kleiner Edelstein,Gemma piccola,Gema pequena,小寶石
FURNITURE_DESC_SMALL_GEM,,,,,,,,
FURNITURE_NAME_SMALL_LOTION,乳液,,Loción,Lotion,Creme,Lozione,Loção,乳液
FURNITURE_DESC_SMALL_LOTION,,,,,,,,
FURNITURE_NAME_SMALL_TISSUES,纸巾,,Pañuelos,Mouchoirs,Taschentücher,Fazzoletti,Lenços,紙巾
FURNITURE_DESC_SMALL_TISSUES,,,,,,,,
FURNITURE_NAME_SMALL_PICTURE_SPOON,小画框 A,,Marco pequeño A,Petit cadre photo&nbsp;A,Kleiner Bilderrahmen A,Cornice piccola A,Moldura pequena A,小畫框 A
FURNITURE_DESC_SMALL_PICTURE_SPOON,,,,,,,,
FURNITURE_NAME_SMALL_PICTURE_CAT,小画框 B,,Marco pequeño B,Petit cadre photo&nbsp;B,Kleiner Bilderrahmen B,Cornice piccola B,Moldura pequena B,小畫框 B
FURNITURE_DESC_SMALL_PICTURE_CAT,,,,,,,,
FURNITURE_NAME_SMALL_PICTURE_CAN,小画框 C,,Marco pequeño C,Petit cadre photo&nbsp;C,Kleiner Bilderrahmen C,Cornice piccola C,Moldura pequena C,小畫框 C
FURNITURE_DESC_SMALL_PICTURE_CAN,,,,,,,,
FURNITURE_NAME_SMALL_ALARMCLOCK1,数字闹钟,,Despertador digital,Réveil électronique,Digitaler Wecker,Sveglia digitale,Rádio-relógio digital,數字鬧鐘
FURNITURE_DESC_SMALL_ALARMCLOCK1,,,,,,,,
FURNITURE_NAME_SMALL_ALARMCLOCK2,闹钟,,Despertador,Réveil,Wecker,Sveglia,Rádio-relógio,鬧鐘
FURNITURE_DESC_SMALL_ALARMCLOCK2,,,,,,,,
FURNITURE_NAME_SMALL_PILLBOTTLE,小药丸瓶,,Bote pequeño de pastillas,Petit flacon de pilules,Kleine Pillendose,Flaconcino per pillole,Frasco de pílulas pequeno,小藥丸瓶
FURNITURE_DESC_SMALL_PILLBOTTLE,,,,,,,,
FURNITURE_NAME_SMALL_WATERBOTTLE,水瓶,,Botella de agua,Bouteille d'eau,Wasserflasche,Bottiglia d'acqua,Garrafa de água,水瓶
FURNITURE_DESC_SMALL_WATERBOTTLE,,,,,,,,
FURNITURE_NAME_SMALL_MILK,牛奶罐,,Lechera,Carafe de lait,Milchkrug,Brocca di latte,Garrafa de leite,牛奶罐
FURNITURE_DESC_SMALL_MILK,,,,,,,,
FURNITURE_NAME_SMALL_KETTLE,水壶,,Hervidor,Bouilloire,Wasserkocher,Bollitore,Chaleira,水壺
FURNITURE_DESC_SMALL_KETTLE,,,,,,,,
FURNITURE_NAME_SMALL_BOWLINGBALL,保龄球,,Bola de bolos,Boule de bowling,Bowlingkugel,Palla da bowling,Bola de boliche,保齡球
FURNITURE_DESC_SMALL_BOWLINGBALL,,,,,,,,
FURNITURE_NAME_SMALL_PIN,保龄球瓶,,Bolo,Quille de bowling,Bowlingpin,Birillo da bowling,Pino de boliche,保齡球瓶
FURNITURE_DESC_SMALL_PIN,,,,,,,,
FURNITURE_NAME_SMALL_MUG,马克杯,,Taza,Mug,Becher,Tazza,Caneca,馬克杯
FURNITURE_DESC_SMALL_MUG,,,,,,,,
FURNITURE_NAME_SMALL_PENCUP,笔杯,,Portalápices,Tasse de stylos,Stiftebecher,Portapenne,Caneca de canetas,筆杯
FURNITURE_DESC_SMALL_PENCUP,,,,,,,,
FURNITURE_NAME_SMALL_FOOD_SAUSAGE,香肠,,Salchicha,Saucisse,Wurst,Salsiccia,Salsicha,香腸
FURNITURE_DESC_SMALL_FOOD_SAUSAGE,,,,,,,,
FURNITURE_NAME_SMALL_DEADRAT,死老鼠,,Rata muerta,Rat mort,Tote Ratte,Ratto morto,Rato morto,死老鼠
FURNITURE_DESC_SMALL_DEADRAT,,,,,,,,
FURNITURE_NAME_SMALL_BLACKBOX,黑盒子,,Caja negra,Boîte noire,Schwarze Box,Scatola nera,Caixa preta,黑盒子
FURNITURE_DESC_SMALL_BLACKBOX,,,,,,,,
FURNITURE_NAME_SMALL_EYEBALL,眼球,,Ojo,Globe oculaire,Augapfel,Bulbo oculare,Globo ocular,眼球
FURNITURE_DESC_SMALL_EYEBALL,,,,,,,,
FURNITURE_NAME_SMALL_PERFUME,香水,,Perfume,Parfum,Parfüm,Profumo,Perfume,香水
FURNITURE_DESC_SMALL_PERFUME,,,,,,,,
FURNITURE_NAME_SMALL_JAR_TADPOLE,瓶中的蝌蚪,,Renacuajo en un tarro,Têtard en bocal,Kaulquappe im Glas,Girino in barattolo,Girino no pote,瓶中的蝌蚪
FURNITURE_DESC_SMALL_JAR_TADPOLE,,,,,,,,
FURNITURE_NAME_SMALL_JUG,水壶,,Jarra,Carafe,Krug,Brocca,Jarro,水壺
FURNITURE_DESC_SMALL_JUG,,,,,,,,
FURNITURE_NAME_SMALL_COUCH,玩具沙发,,Sofá de juguete,Canapé jouet,Spielzeugsofa,Divano giocattolo,Sofá de brinquedo,玩具沙發
FURNITURE_DESC_SMALL_COUCH,,,,,,,,
FURNITURE_NAME_SMALL_FRIGE,玩具冰箱,,Nevera de juguete,Frigo jouet,Spielzeugkühlschrank,Frigo giocattolo,Geladeira de brinquedo,玩具冰箱
FURNITURE_DESC_SMALL_FRIGE,,,,,,,,
FURNITURE_NAME_SMALL_SINK,玩具水槽,,Lavabo de juguete,Évier jouet,Spielzeugwaschbecken,Lavandino giocattolo,Pia de brinquedo,玩具水槽
FURNITURE_DESC_SMALL_SINK,,,,,,,,
FURNITURE_NAME_SMALL_STOVE,玩具炉灶,,Hornillo de juguete,Cuisinière jouet,Spielzeugofen,Stufa giocattolo,Fogão de brinquedo,玩具爐竈
FURNITURE_DESC_SMALL_STOVE,,,,,,,,
FURNITURE_NAME_SMALL_CRATE,玩具箱子,,Caja de juguete,Caisse jouet,Spielzeugkiste,Cassa giocattolo,Caixa de brinquedo,玩具箱子
FURNITURE_DESC_SMALL_CRATE,,,,,,,,
FURNITURE_NAME_SMALL_BED,玩具床,,Cama de juguete,Lit jouet,Spielzeugbett,Letto giocattolo,Cama de brinquedo,玩具牀
FURNITURE_DESC_SMALL_BED,,,,,,,,
FURNITURE_NAME_SMALL_SIDETABLE,玩具桌子,,Mesa de juguete,Table jouet,Spielzeugtisch,Tavolo giocattolo,Mesa de brinquedo,玩具桌子
FURNITURE_DESC_SMALL_SIDETABLE,,,,,,,,
FURNITURE_NAME_SMALL_SHELF,玩具书架,,Estante de juguete,Étagère jouet,Spielzeugregal,Scaffale giocattolo,Estante de brinquedo,玩具書架
FURNITURE_DESC_SMALL_SHELF,,,,,,,,
FURNITURE_NAME_SMALL_PIGGYBANK,储蓄罐,,Hucha,Tirelire cochon,Sparschwein,Salvadanaio,Porquinho,儲蓄罐
FURNITURE_DESC_SMALL_PIGGYBANK,,,,,,,,
FURNITURE_NAME_SMALL_FOOD_CUPCAKE,纸杯蛋糕,,Magdalena,Cupcake,Cupcake,Cupcake,Cupcake,紙杯蛋糕
FURNITURE_DESC_SMALL_FOOD_CUPCAKE,,,,,,,,
FURNITURE_NAME_SMALL_FOOD_CUPCAKE2,巧克力纸杯蛋糕,,Magdalena de chocolate,Cupcake au chocolat,Schokocupcake,Cupcake al cioccolato,Cupcake de chocolate,巧克力紙杯蛋糕
FURNITURE_DESC_SMALL_FOOD_CUPCAKE2,,,,,,,,
FURNITURE_NAME_SMALL_MUG2,高杯马克杯,,Taza larga,Grand mug,Großer Becher,Tazza grande,Caneca alta,高杯馬克杯
FURNITURE_DESC_SMALL_MUG2,,,,,,,,
FURNITURE_NAME_SMALL_ELECTRONICS_JOYSTICK,摇杆,,Joystick,Joystick,Joystick,Joystick,Joystick,搖桿
FURNITURE_DESC_SMALL_ELECTRONICS_JOYSTICK,,,,,,,,
FURNITURE_NAME_SMALL_BELL,敲铃,,Timbre,Sonnette,Glöckchen,Campanello,Sino de campainha,敲鈴
FURNITURE_DESC_SMALL_BELL,,,,,,,,
FURNITURE_NAME_SMALL_IRON,铁,,Plancha,Fer,Bügeleisen,Ferro da stiro,Ferro,鐵
FURNITURE_DESC_SMALL_IRON,,,,,,,,
FURNITURE_NAME_SMALL_SNOWGLOBE,小雪球,,Bola de nieve pequeña,Petite boule à neige,Kleine Schneekugel,Palla di neve piccola,Globo de neve pequeno,小雪球
FURNITURE_DESC_SMALL_SNOWGLOBE,,,,,,,,
FURNITURE_NAME_SMALL_SHELL,海螺,,Concha,Conque,Schneckenmuschel,Conchiglia,Concha,海螺
FURNITURE_DESC_SMALL_SHELL,,,,,,,,
FURNITURE_NAME_SMALL_BIGEGG,大蛋,,Huevo grande,Gros œuf,Großes Ei,Uovo grande,Ovo grande,大蛋
FURNITURE_DESC_SMALL_BIGEGG,,,,,,,,
FURNITURE_NAME_SMALL_LETTERBLOCK1,字母积木,,Cubo con letra,Bloc de lettre,Buchstabenblock,Cubo con lettera,Bloco de letra,字母積木
FURNITURE_DESC_SMALL_LETTERBLOCK1,,,,,,,,
FURNITURE_NAME_SMALL_LETTERBLOCK2,字母积木,,Cubo con letra,Bloc de lettre,Buchstabenblock,Cubo con lettera,Bloco de letra,字母積木
FURNITURE_DESC_SMALL_LETTERBLOCK2,,,,,,,,
FURNITURE_NAME_SMALL_LETTERBLOCK3,字母积木,,Cubo con letra,Bloc de lettre,Buchstabenblock,Cubo con lettera,Bloco de letra,字母積木
FURNITURE_DESC_SMALL_LETTERBLOCK3,,,,,,,,
FURNITURE_NAME_SMALL_LETTERBLOCK4,字母积木,,Cubo con letra,Bloc de lettre,Buchstabenblock,Cubo con lettera,Bloco de letra,字母積木
FURNITURE_DESC_SMALL_LETTERBLOCK4,,,,,,,,
FURNITURE_NAME_SMALL_LETTERBLOCK5,字母积木,,Cubo con letra,Bloc de lettre,Buchstabenblock,Cubo con lettera,Bloco de letra,字母積木
FURNITURE_DESC_SMALL_LETTERBLOCK5,,,,,,,,
FURNITURE_NAME_SMALL_LETTERBLOCK6,字母积木,,Cubo con letra,Bloc de lettre,Buchstabenblock,Cubo con lettera,Bloco de letra,字母積木
FURNITURE_DESC_SMALL_LETTERBLOCK6,,,,,,,,
FURNITURE_NAME_SMALL_LETTERBLOCK7,字母积木,,Cubo con letra,Bloc de lettre,Buchstabenblock,Cubo con lettera,Bloco de letra,字母積木
FURNITURE_DESC_SMALL_LETTERBLOCK7,,,,,,,,
FURNITURE_NAME_SMALL_LETTERBLOCK8,字母积木,,Cubo con letra,Bloc de lettre,Buchstabenblock,Cubo con lettera,Bloco de letra,字母積木
FURNITURE_DESC_SMALL_LETTERBLOCK8,,,,,,,,
FURNITURE_NAME_SMALL_RUBBERDUCK,橡胶鸭,,Patito de goma,Canard en plastique,Gummiente,Anatra di gomma,Pato de borracha,橡膠鴨
FURNITURE_DESC_SMALL_RUBBERDUCK,,,,,,,,
FURNITURE_NAME_SMALL_WOBBLEBIRD,摇摆鸟,,Pajarito bebedor,Oiseau balancier,Wackelvogel,Uccellino oscillante,Pássaro oscilante,搖擺鳥
FURNITURE_DESC_SMALL_WOBBLEBIRD,,,,,,,,
FURNITURE_NAME_SMALL_90SPHONE,90年代电话 A,,Teléfono noventero A,Téléphone des années&nbsp;90&nbsp;A,90er-Telefon A,Telefono anni '90 A,Telefone dos anos 90 A,90年代電話 A
FURNITURE_DESC_SMALL_90SPHONE,,,,,,,,
FURNITURE_NAME_SMALL_90SPHONE2,90年代电话 B,,Teléfono noventero B,Téléphone des années&nbsp;90&nbsp;B,90er-Telefon B,Telefono anni '90 B,Telefone dos anos 90 B,90年代電話 B
FURNITURE_DESC_SMALL_90SPHONE2,,,,,,,,
FURNITURE_NAME_SMALL_KNOCKER,敲门器,,Péndulo,Pendule de Newton,,Battente,Aldrava,敲門器
FURNITURE_DESC_SMALL_KNOCKER,,,,,,,,
